27,"RT @MedMigArt: ""Reject Hope, return to Radahn""
Fun Elden Ring stream today from IRyS

#IRySart #IRyS #HololiveEN https://t.co/3GGI5qpHPZ","  ""Reject Hope, return to Radahn""Fun Elden Ring stream today from IRyS   ",0.3,0.2,Postive
28,"RT @pavoliareine: 【ELDEN RING】
#Pavolive #Pavolia_Reine 

let's progress? I don't know what else to do ;w;

23:30 AM GMT+7 / 25:30 JST
http…",  【ELDEN RING】 _Reine let's progress? I don't know what else to do ;w;23:30 AM GMT+7 / 25:30 JST,0.0,0.0,Neutral
29,Bro I fucking hate the sewers in Elden Ring,Bro I fucking hate the sewers in Elden Ring,-0.8,0.9,Negative
30,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
31,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
32,@FF_XIV_EN Elden ring wishes it could match this level of difficulty,@FF_XIV_EN Elden ring wishes it could match this level of difficulty,0.0,0.0,Neutral
33,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
34,RT @chrollo_lord: This an elden ring boss, @chrollo_lord: This an elden ring boss,0.0,0.0,Neutral
35,"RT @youdil1004: [4/9]Gurranq
Elden ring is god game https://t.co/0nNHjHZuSW",  [4/9]GurranqElden ring is god game ,-0.4,0.4,Negative
36,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
37,RT @LayzuhCatz: I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,  I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,0.0,0.75,Neutral
38,@FighterPL Elden Ring discourse has evolved to the point where *Parrying* is now seen in the same vein Int builds a… https://t.co/jQHO1il6y9,@FighterPL Elden Ring discourse has evolved to the point where *Parrying* is now seen in the same vein Int builds a… ,0.0,0.125,Neutral
39,"RT @Nerva3Dn: They need to have them do that in Elden ring

It causes no damage it just pushes your character a bit",  They need to have them do that in Elden ringIt causes no damage it just pushes your character a bit,0.0,0.0,Neutral
40,"RT @DaveOshry: Elden Ring actually has a hidden hard mode!

First you have to have a toddler

Then while you're fighting a boss, make sure…","  Elden Ring actually has a hidden hard mode!First you have to have a toddlerThen while you're fighting a boss, make sure…",-0.1527777777777778,0.325,Negative
41,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
42,"RT @DaveOshry: Elden Ring actually has a hidden hard mode!

First you have to have a toddler

Then while you're fighting a boss, make sure…","  Elden Ring actually has a hidden hard mode!First you have to have a toddlerThen while you're fighting a boss, make sure…",-0.1527777777777778,0.325,Negative
43,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
44,RT @JohnDevlinArt: Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way #eldenring https://t.co/9sI5hJohlP,  Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way  ,0.3181818181818182,0.4772727272727273,Postive
45,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
46,RT @SkeleMann: I just learned that Elden Ring is the first FromSoftware game to add a hammer that scales with intelligence and I think that…,  I just learned that Elden Ring is the first FromSoftware game to add a hammer that scales with intelligence and I think that…,-0.07500000000000001,0.3666666666666667,Negative
47,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
48,RT @LayzuhCatz: I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,  I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,0.0,0.75,Neutral
49,@ClashMiniDoc Viserok. I was ranked top 50 for a a bit but I fell into elden ring. Ranked 230 now. Of course after… https://t.co/HqUaP8LuH9,@ClashMiniDoc Viserok. I was ranked top 50 for a a bit but I fell into elden ring. Ranked 230 now. Of course after… ,0.5,0.5,Postive
50,"RT @youdil1004: [4/9]Gurranq
Elden ring is god game https://t.co/0nNHjHZuSW",  [4/9]GurranqElden ring is god game ,-0.4,0.4,Negative
51,"RT @VideoArtGame: Fan art | Elden Ring - Ranni the Witch and Blaidd

Artist: @Dino_illus https://t.co/IB2UIcvDsZ",  Fan art | Elden Ring - Ranni the Witch and BlaiddArtist: @Dino_illus ,0.0,0.0,Neutral
52,"I fell into an Elden Ring of fire.
I went down, down, down.
and the salt went higher.

https://t.co/TTxTdLK8HZ","I fell into an Elden Ring of fire.I went down, down, down.and the salt went higher.",-0.02037037037037039,0.35925925925925933,Negative
53,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
54,RT @BioticNova: Waiting for Elden Ring bosses to finish their delayed attacks https://t.co/3uTTGgdSl2,  Waiting for Elden Ring bosses to finish their delayed attacks ,0.0,0.0,Neutral
55,Somebody need to take this audio n do some elden ring shit w/it so i can giggle more https://t.co/jxulQ8wNNj,Somebody need to take this audio n do some elden ring shit w/it so i can giggle more ,0.15,0.65,Postive
56,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
57,"RT @vebyVT: ok elden ring today again @ 6 PM est

WE ARE RESEARCH THE META WEAPONS TOGETHER TOO SO I CAN CHOOSE BUILDSTUFFS :D

lesgo kill…",  ok elden ring today again @ 6 PM estWE ARE RESEARCH THE META WEAPONS TOGETHER TOO SO I CAN CHOOSE BUILDSTUFFS :Dlesgo kill…,0.5,0.5,Postive
58,RT @JohnDevlinArt: Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way #eldenring https://t.co/9sI5hJohlP,  Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way  ,0.3181818181818182,0.4772727272727273,Postive
59,"RT @_TotoTriceps_: Very well, let us both learn together.
#ELDEN_RING #ELDENRING https://t.co/0n9UiGZb4j"," @_TotoTriceps_: Very well, let us both learn together._RING  ",0.2,0.3,Postive
60,"RT @PlayStation: Tarnished, what weapon are you wielding in Elden Ring?","  Tarnished, what weapon are you wielding in Elden Ring?",0.0,0.0,Neutral
61,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
62,@Stripeydragon I’ve had the pleasure of sharing amazing and cool Blaiid art to my non furry friends cause they love… https://t.co/YUn00VoI5p,@Stripeydragon I’ve had the pleasure of sharing amazing and cool Blaiid art to my non furry friends cause they love… ,0.47500000000000003,0.775,Postive
63,"@FF_XIV_EN Now that Cape Westwind is a solo duty, I might as well go back to a Rune Level 1 run against Malenia in… https://t.co/SiLEphYDCx","@FF_XIV_EN Now that Cape Westwind is a solo duty, I might as well go back to a Rune Level 1 run against Malenia in… ",0.0,0.0,Neutral
64,"of course Elden Ring is gonna get submitted

elden ring any% wr is 12 minutes by the way",of course Elden Ring is gonna get submittedelden ring any% wr is 12 minutes by the way,0.0,0.0,Neutral
65,RT @BraveOkami: TODAY IS SUBATHON! Remember all help today goes towards my artists that I'm commissioning for my lore video for my May 13th…,  TODAY IS SUBATHON! Remember all help today goes towards my artists that I'm commissioning for my lore video for my May 13th…,0.0,0.0,Neutral
66,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
67,"RT @GoodGamesSK: 🎁WIN ELDEN RING!!!🎁

Win free copy!

1. Follow us
2. Write in comment where you want to play (PS, Xbox, PC..)
3. Retweet t…","  🎁WIN ELDEN RING!!!🎁Win free copy!1. Follow us2. Write in comment where you want to play (PS, Xbox, PC..)3. Retweet t…",0.4,0.8,Postive
68,Fuck a new record Im just gonna smoke rocks and beat Elden Ring at only lvl 1. I’ll become The Lord of Chaos throug… https://t.co/dD1Zh96lvm,Fuck a new record Im just gonna smoke rocks and beat Elden Ring at only lvl 1. I’ll become The Lord of Chaos throug… ,-0.08787878787878789,0.6848484848484849,Negative
69,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
70,"RT @DaveOshry: Elden Ring actually has a hidden hard mode!

First you have to have a toddler

Then while you're fighting a boss, make sure…","  Elden Ring actually has a hidden hard mode!First you have to have a toddlerThen while you're fighting a boss, make sure…",-0.1527777777777778,0.325,Negative
71,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
72,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
73,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
74,Sakura Miko Met Iron Maiden And End Up On Her Belly | Elden Ring [Hololi... https://t.co/RkyPW2zd3S @YouTubeより,Sakura Miko Met Iron Maiden And End Up On Her Belly | Elden Ring [Hololi...  @YouTubeより,0.0,0.0,Neutral
75,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
76,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
77,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
78,"I haven’t played elden ring in like a month, i just be too busy and you really gotta sit and invest time into that game lol","I haven’t played elden ring in like a month, i just be too busy and you really gotta sit and invest time into that game lol",0.17500000000000002,0.4,Postive
79,RT @LayzuhCatz: I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,  I originally only wanted to animate him looking around and such just to test out the eye tracker and shapekeys I added to h…,0.0,0.75,Neutral
80,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
81,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
82,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
83,Going Live in five on Elden Ring! Come see if I rage out today hahaha https://t.co/4Fk60Cr7fT,Going Live in five on Elden Ring! Come see if I rage out today hahaha ,0.18522727272727274,0.45,Postive
84,"RT @VideoArtGame: Fan art | Elden Ring - Ranni the Witch and Blaidd

Artist: @Dino_illus https://t.co/IB2UIcvDsZ",  Fan art | Elden Ring - Ranni the Witch and BlaiddArtist: @Dino_illus ,0.0,0.0,Neutral
85,"RT @DaveOshry: Elden Ring actually has a hidden hard mode!

First you have to have a toddler

Then while you're fighting a boss, make sure…","  Elden Ring actually has a hidden hard mode!First you have to have a toddlerThen while you're fighting a boss, make sure…",-0.1527777777777778,0.325,Negative
86,"@GermanStrands Elden Ring
Dark Souls
Sekiro 
Bloodborne 
Demon’s Souls
Dark Souls 3",@GermanStrands Elden RingDark SoulsSekiro Bloodborne Demon’s SoulsDark Souls 3,0.0,0.0,Neutral
87,@Sillensillen Nice! I think you'll enjoy Elden Ring.,@Sillensillen Nice! I think you'll enjoy Elden Ring.,0.575,0.75,Postive
88,RT @LumpyTouch: jumping off a cliff in Elden Ring be like https://t.co/YFvgB6GHOI,  jumping off a cliff in Elden Ring be like ,0.0,0.0,Neutral
89,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
90,RT @EiiArt: fancam for my elden ring character https://t.co/nz1PTHxhO7,  fancam for my elden ring character ,0.0,0.0,Neutral
91,"RT @Mitchriz1: WORLD'S FIRST SUB 13 MINUTE ELDEN RING!!! Elden Ring, the largest FromSoft game, is also now officially the fastest to compl…","  WORLD'S FIRST SUB 13 MINUTE ELDEN RING!!! Elden Ring, the largest FromSoft game, is also now officially the fastest to compl…",0.04414062499999999,0.3666666666666667,Postive
92,@cttieu Have you played elden ring? Cuz maybe u should reconsider this statement 🫠,@cttieu Have you played elden ring? Cuz maybe u should reconsider this statement 🫠,0.0,0.0,Neutral
93,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
94,I made a comic zine not about elden ring but about the pyshical game copy here's part 2 #comic #zine… https://t.co/d6Svfzk2n5,I made a comic zine not about elden ring but about the pyshical game copy here's part 2  … ,-0.07500000000000001,0.45,Negative
95,"RT @Noob404yt: Elden Ring running on PS4 Linux (Fedora 35). It's not great, but not bad either.

Lil longer - https://t.co/pPPXQl01x3
Short…","  Elden Ring running on PS4 Linux (Fedora 35). It's not great, but not bad either.Lil longer - Short…",-0.02500000000000005,0.7083333333333333,Negative
96,RT @JohnDevlinArt: Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way #eldenring https://t.co/9sI5hJohlP,  Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way  ,0.3181818181818182,0.4772727272727273,Postive
97,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
98,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
99,I made a comic zine not about elden ring but about the pyshical game copy here's part 1 #comic #zine… https://t.co/jncQYCpyOG,I made a comic zine not about elden ring but about the pyshical game copy here's part 1  … ,-0.07500000000000001,0.45,Negative
100,RT @TilFolkvang: The current Elden Ring Any% run involves using a metronome to exploit a glitch in the blocking animation which sends you f…,  The current Elden Ring Any% run involves using a metronome to exploit a glitch in the blocking animation which sends you f…,0.0,0.4,Neutral
101,Elden Ring beaten. Good game,Elden Ring beaten. Good game,0.14999999999999997,0.5,Postive
102,RT @VaatiVidya: It's time. Elden Ring's Lore: Explained - https://t.co/SzVCb5p9Fe,  It's time. Elden Ring's Lore: Explained - ,0.0,0.0,Neutral
103,@Girl_Dm_ GM DM!! Heccing Cheers! Good luck and have fun in Elden ring!,@Girl_Dm_ GM DM!! Heccing Cheers! Good luck and have fun in Elden ring!,0.5375,0.4,Postive
104,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
105,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
106,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
107,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
108,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
109,"RT @DaveOshry: Elden Ring actually has a hidden hard mode!

First you have to have a toddler

Then while you're fighting a boss, make sure…","  Elden Ring actually has a hidden hard mode!First you have to have a toddlerThen while you're fighting a boss, make sure…",-0.1527777777777778,0.325,Negative
110,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
111,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
112,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
113,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
114,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
115,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
116,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
117,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
118,preceptor’s big hat is the drippiest piece of equipment in elden ring and i won’t hear a word against it,preceptor’s big hat is the drippiest piece of equipment in elden ring and i won’t hear a word against it,0.0,0.1,Neutral
119,I didn’t just watched Vatti’s Elden Ring lore explanation. I sat my white ass down and LISTENED!,I didn’t just watched Vatti’s Elden Ring lore explanation. I sat my white ass down and LISTENED!,-0.09722222222222224,0.14444444444444446,Negative
120,"#8 Elden Ring (2022) Xbox

97 hours to beat it. I missed some quests but only missed one boss tied to a quest. This… https://t.co/CzG2dJqs5E", Elden Ring (2022) Xbox97 hours to beat it. I missed some quests but only missed one boss tied to a quest. This… ,0.0,1.0,Neutral
121,| Elden Ring | Bloodhound Knight Darriwil https://t.co/07cIKKgQwe,| Elden Ring | Bloodhound Knight Darriwil ,0.0,0.0,Neutral
122,"RT @youdil1004: [4/9]Gurranq
Elden ring is god game https://t.co/0nNHjHZuSW",  [4/9]GurranqElden ring is god game ,-0.4,0.4,Negative
123,RT @JohnDevlinArt: Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way #eldenring https://t.co/9sI5hJohlP,  Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way  ,0.3181818181818182,0.4772727272727273,Postive
124,"Elden Ring Stream at 1:00pm!

Watch me be a complete dummy who's learned nothing from the last two streams, startin… https://t.co/JYWSBCnaoM","Elden Ring Stream at 1:00pm!Watch me be a complete dummy who's learned nothing from the last two streams, startin… ",0.05,0.23333333333333334,Postive
125,@L1fewater ELDEN Ring is just that good man 🥲,@L1fewater ELDEN Ring is just that good man 🥲,0.7,0.6000000000000001,Postive
126,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
127,i dont have time to pick up elden ring again anytime soon but i need to know whats up with varre so bad,i dont have time to pick up elden ring again anytime soon but i need to know whats up with varre so bad,-0.6999999999999998,0.6666666666666666,Negative
128,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
129,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
130,Playing Elden Ring until I get tired! https://t.co/eHAGMwefyI,Playing Elden Ring until I get tired! ,-0.5,0.7,Negative
131,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
132,RT @Namatnieks: What if Elden Ring was a 2d pixelart game? #pixelart #eldenring https://t.co/RVeuK3ktr2,  What if Elden Ring was a 2d pixelart game?   ,-0.4,0.4,Negative
133,"RT @CarlosR: got meself some elden ring and will play it for the first time after beating fnatic tonight

pls give me some tips to increase…",  got meself some elden ring and will play it for the first time after beating fnatic tonightpls give me some tips to increase…,0.25,0.3333333333333333,Postive
134,RT @JohnDevlinArt: Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way #eldenring https://t.co/9sI5hJohlP,  Check out @VaatiVidya  new Lore vid on Elden Ring. plenty more on the way  ,0.3181818181818182,0.4772727272727273,Postive
135,@LoungeKnight I’m almost done with Horizon and I got Elden Ring waiting for me. 😁,@LoungeKnight I’m almost done with Horizon and I got Elden Ring waiting for me. 😁,0.0,0.0,Neutral
136,"RT @VideoArtGame: Fan art | Elden Ring - Ranni the Witch and Blaidd

Artist: @Dino_illus https://t.co/IB2UIcvDsZ",  Fan art | Elden Ring - Ranni the Witch and BlaiddArtist: @Dino_illus ,0.0,0.0,Neutral
137,"@ManuclearBomb It's uncomfortable though, especially at the beginning. You don't have to do it in Elden Ring that m… https://t.co/ZO8RtUIjB0","@ManuclearBomb It's uncomfortable though, especially at the beginning. You don't have to do it in Elden Ring that m… ",-0.25,1.0,Negative
